Review,Sentiment,Likes,Shares,Verified,Location,Gender
5G speed में इसको कोई टक्कर नहीं दे सकता! Fast and furious! #5G,Positive,31,43,False,कोलकाता,Other
"Face ID का accuracy तो बहुत बढ़िया है, 10/10! #TechMagic",Positive,305,76,True,दिल्ली,Other
iPhone 16 की security और privacy features पर भरोसा 100% है।,Positive,449,7,False,लखनऊ,Female
Liquid retina display के colors एकदम vivid और vibrant हैं! #VisualDelight,Positive,134,79,True,कोलकाता,Other
"Wireless charging का मजा ही कुछ और है, कोई hassle नहीं।",Positive,230,63,False,मुंबई,Other
"यह device गेमिंग के लिए बेस्ट है, pro level का performance मिलता है।",Positive,386,41,False,चेन्नई,Female
"सफाई से बनाए गए edges, एकदम classy और premium लगते हैं।",Positive,308,15,True,हैदराबाद,Female
"iPhone 16 का A17 chip एकदम next level पर है, blazing fast! #TechKing",Positive,431,55,False,मुंबई,Female
Dark mode पहले से भी stylish और eye-soothing है। 😎,Positive,124,57,True,कोलकाता,Other
Picture-in-picture mode से multitasking और भी आसान हो गई है!,Positive,297,79,False,हैदराबाद,Female
iPhone 16 का build quality और durability एकदम solid है। 💪📱,Positive,260,24,False,हैदराबाद,Other
"Safari browser तो super fast हो गया है, एकदम smooth browsing। 🌐✨",Positive,194,60,True,कोलकाता,Other
"अब phone hang होने का डर ही नहीं, A17 processor का कमाल है।",Positive,361,57,True,जयपुर,Male
"Apple का ecosystem seamless हो गया है, एक device से दूसरे device पर सब smooth!",Positive,349,66,False,चेन्नई,Male
"FaceTime quality एकदम crystal clear, एकदम real लग रहा है।",Positive,24,58,False,हैदराबाद,Female
Battery life इतनी long-lasting है कि अब power bank की जरूरत ही नहीं!,Positive,268,86,False,बेंगलुरु,Other
Ultra-wide lens ने photography के मज़े को दोगुना कर दिया है। #GoProMode,Positive,248,95,False,जयपुर,Female
Apple का support system भी अब पहले से fast और helpful हो गया है। 🙌,Positive,102,69,False,चेन्नई,Female
"Software updates regular आते हैं, ऐसा feel नहीं होता कि पुराना phone है।",Positive,132,42,False,पुणे,Female
"iPhone 16 का software एकदम glitch-free है, perfect combination of hardware & software! 💻📱",Positive,247,33,False,जयपुर,Female
"iPhone 16 के साथ multitasking मज़ेदार हो गया है, flawless switching!",Positive,309,85,False,चेन्नई,Other
Privacy features के कारण data के लिए अब कोई डर नहीं। 🔐,Positive,321,19,False,मुंबई,Other
OLED display देखकर दिल खुश हो गया! Colors एकदम vibrant! 🎨,Positive,395,94,True,जयपुर,Male
Camera filters ने तो photos को next level कर दिया है! #CreativeFilters,Positive,253,68,False,हैदराबाद,Male
iPhone 16 के साथ accessories का भी मजा आ गया है! एकदम sync!,Positive,13,29,False,चेन्नई,Other
Apple Pay के साथ payments करना अब बहुत आसान हो गया है। 💳,Positive,47,45,False,दिल्ली,Other
इसके notch का design पहले से छोटा और sleek हो गया है।,Positive,128,78,True,लखनऊ,Male
True Tone display की brightness automatically adjust हो जाती है। 👌📱,Positive,101,67,False,अहमदाबाद,Female
अब मेरी तस्वीरें professional camera की तरह HD आती हैं! 😍,Positive,55,46,True,पुणे,Male
"iPhone 16 की performance so fast है, I’m impressed!",Positive,438,38,False,जयपुर,Male
"iPhone 16 का प्रोसेसर lightning fast है, multitasking में कोई दिक्कत नहीं।",Positive,237,13,True,कोलकाता,Female
नया cinematic mode iPhone 16 में देखने का अनुभव बिल्कुल थिएटर जैसा है।,Positive,234,61,True,अहमदाबाद,Male
"iPhone 16 का display बहुत ही smooth और sharp है, movies देखने का मजा आ गया।",Positive,268,38,True,बेंगलुरु,Other
"ProMotion display में scrolling एकदम buttery smooth है, बहुत मजेदार अनुभव।",Positive,428,50,True,हैदराबाद,Male
Battery life इतनी बढ़िया है कि अब पूरा दिन चार्जर की चिंता नहीं करनी पड़ती।,Positive,468,13,True,अहमदाबाद,Other
HDR display के साथ iPhone 16 में colors बहुत vivid और real दिखते हैं।,Positive,106,39,False,अहमदाबाद,Male
"iPhone 16 की कीमत बहुत ज्यादा है, इस कीमत पर features में कुछ खास नहीं।",Negative,495,1,False,बेंगलुरु,Male
इतनी ज्यादा कीमत के बाद भी battery life disappoint करती है।,Negative,57,52,False,मुंबई,Male
Camera quality ठीक है पर इस कीमत पर कुछ और better होना चाहिए था।,Negative,28,20,False,पुणे,Male
"iPhone 16 बहुत महंगा है, performance के हिसाब से पैसा वसूल नहीं है।",Negative,212,56,False,मुंबई,Female
"Features नए नहीं लगते, ऐसा लगता है जैसे पुराने model को ही repackage कर दिया।",Negative,26,16,False,अहमदाबाद,Male
"Charging speed बहुत धीमी है, इस कीमत पर और fast charger होना चाहिए था।",Negative,134,68,True,लखनऊ,Male
"इतने महंगे phone के साथ accessories नहीं आते, disappointing।",Negative,59,78,False,लखनऊ,Female
"Performance उम्मीद के मुताबिक नहीं है, इतने पैसे देकर भी lag महसूस हुआ।",Negative,239,43,True,अहमदाबाद,Female
"Camera का zoom feature उतना खास नहीं है, blurry photos आती हैं।",Negative,397,36,False,बेंगलुरु,Female
5G connectivity उतनी fast नहीं लगी जितनी सोची थी।,Negative,44,60,False,जयपुर,Other
"Charging time बहुत लंबा है, उम्मीद से ज्यादा time लगता है।",Negative,100,82,True,जयपुर,Other
Camera में कई बार low light में तस्वीरें blurry आती हैं।,Negative,360,92,False,पुणे,Other
"Processor की speed उतनी fast नहीं है, खासकर gaming के दौरान।",Negative,144,3,True,मुंबई,Other
"Phone जल्दी heat up हो जाता है, लंबे समय तक इस्तेमाल करना मुश्किल है।",Negative,371,8,True,जयपुर,Other
इतनी महंगी कीमत के बाद भी phone में कुछ खास नया नहीं है।,Negative,307,97,True,दिल्ली,Male
"Face ID कई बार fail हो जाता है, unlocking में problem होती है।",Negative,195,67,True,पुणे,Male
"इतनी hype थी, लेकिन iPhone 16 उम्मीदों पर खरा नहीं उतरा।",Negative,391,58,False,पुणे,Other
"Battery life उतनी अच्छी नहीं है, दिनभर भी नहीं चलती।",Negative,59,42,True,पुणे,Female
"Display brightness बाहर use करने पर कम हो जाती है, खासकर direct sunlight में।",Negative,47,57,True,मुंबई,Other
"इतने महंगे phone के साथ charger नहीं आता, ये तो cheating है।",Negative,18,78,False,जयपुर,Other
"Camera quality को लेकर इतनी बड़ी बातें की गई थीं, लेकिन result वैसा नहीं है।",Negative,210,64,True,अहमदाबाद,Male
iPhone 16 की build quality ठीक है लेकिन बहुत fragile लगता है।,Negative,375,97,False,बेंगलुरु,Female
इतना पैसा देकर भी storage options limited हैं।,Negative,389,37,True,मुंबई,Female
"Phone बहुत जल्दी heat होने लगता है, थोड़ी देर में ही uncomfortable हो जाता है।",Negative,461,30,True,दिल्ली,Other
इतनी महंगी कीमत के बावजूद fast charging भी नहीं मिलती।,Negative,201,36,True,मुंबई,Other
"Face ID कभी-कभी accurate नहीं होता, unlocking में दिक्कत होती है।",Negative,24,87,True,कोलकाता,Female
iPhone 16 में जो updates हैं वो बस cosmetic changes लगते हैं।,Negative,261,46,False,पुणे,Female
iPhone 16 के camera features से ज्यादा उम्मीदें थीं।,Negative,368,17,True,अहमदाबाद,Female
इतने महंगे phone में भी कोई नए features देखने को नहीं मिले।,Negative,225,87,False,मुंबई,Other
5G होने के बावजूद network issues आ रहे हैं।,Negative,200,65,True,मुंबई,Female
इतने महंगे phone के बाद भी कोई wow factor नहीं लगा।,Negative,200,42,False,पुणे,Male
iPhone 16 का battery backup ज्यादा time तक नहीं टिकता।,Negative,361,62,False,बेंगलुरु,Female
"Touch response कई बार धीमा हो जाता है, खासकर multitasking में।",Negative,364,98,False,लखनऊ,Other
इतना महंगा phone है और build quality भी fragile है।,Negative,218,9,True,जयपुर,Female
Camera low light में उतनी अच्छी quality नहीं देता।,Negative,370,54,True,लखनऊ,Male
"Charging time बहुत लंबा है, एक घंटे से ज्यादा लगता है।",Negative,18,74,True,जयपुर,Male
Phone इतना heavy है कि लंबे समय तक hold करना मुश्किल होता है।,Negative,471,34,False,अहमदाबाद,Female
"iPhone 16 के speakers इतने loud नहीं हैं, खासकर outdoors में।",Negative,155,93,True,चेन्नई,Male
इतना महंगा phone है फिर भी accessories साथ नहीं आते।,Negative,322,26,True,बेंगलुरु,Female
iPhone 16 के performance से disappointed हूँ।,Negative,396,27,False,दिल्ली,Female
Screen काफी बड़ी है लेकिन handling में मुश्किल होती है।,Negative,93,21,True,पुणे,Other
इतने पैसे देकर भी कोई extra storage नहीं मिलता।,Negative,82,79,False,अहमदाबाद,Other
"iPhone 16 में कोई major upgrade नहीं दिखा, पुराने models से बहुत similar है।",Negative,176,90,True,जयपुर,Female
"Battery बहुत जल्दी drain होती है, थोड़ा ज्यादा use करते ही खत्म हो जाती है।",Negative,100,52,True,लखनऊ,Other
इतनी महंगी कीमत के बाद भी face unlock कई बार काम नहीं करता।,Negative,117,16,False,बेंगलुरु,Female
"Camera में innovative features की कमी है, पुरानी tech ही दिखती है।",Negative,444,4,False,हैदराबाद,Female
इतने महंगे phone के बाद भी low storage options बहुत disappointing हैं।,Negative,329,17,True,चेन्नई,Female
"Performance धीरे-धीरे धीमी हो रही है, और उम्मीदों पर खरा नहीं उतरा।",Negative,387,93,False,कोलकाता,Other
इतने महंगे phone के बाद भी basic features ही मिले हैं।,Negative,273,81,True,मुंबई,Other
iPhone 16 खरीदने के बाद लगता है कि मैंने bank लूट लिया हो! 😂 #TooExpensive,Sarcastic,129,90,True,बेंगलुरु,Female
"इतने महंगे phone के साथ charger भी free नहीं, वाह Apple! 🙄",Sarcastic,368,53,False,लखनऊ,Other
iPhone 16 तो बस ऐसे लगता है जैसे पुराने phone का नया नाम रख दिया हो। #NothingNew,Sarcastic,43,18,True,दिल्ली,Male
"Wow, इतना expensive phone और battery फिर भी पूरे दिन नहीं चलती। #NotImpressed",Sarcastic,409,48,False,लखनऊ,Female
iPhone 16: अब आप भी दुनिया का सबसे महंगा paperweight खरीद सकते हैं! 😂,Sarcastic,398,27,False,जयपुर,Female
"इतनी कीमत और फिर भी features पुराने वाले ही, वाह innovation! 😅 #ClassicApple",Sarcastic,453,33,False,चेन्नई,Female
"iPhone 16 खरीदने के बाद पता चला कि इसमें charger नहीं आता, क्या बात है! #AppleLogic",Sarcastic,310,74,False,लखनऊ,Male
